0,0,2.67967
0,0,2.76814
-36,-31,2.94792
-83,-118,3.31622
-11,10,3.54662
0,0,3.73703
-1,0,4.02425
0,0,4.28826
0,0,4.56452
-1,0,4.80701
0,-1,5.10986
