Time(ms), Hdg, Alt, Temp, optflow_intTime,optflow_intX,optflow_intY,optflow_intXgyro,optflow_intYgyro,optflow_intZgyro,optflow_quality,optflow_timeDel,optflow_dist,imu_orientX,imu_orientY,imu_orientZ,imu_orientW,imu_angularX,imu_angularY,imu_angularZimu_linAccelX,imu_linAccelY,imu_linAccelZ
-30631,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-28470,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-26282,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-24318,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-22270,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-20228,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-18156,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-15950,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-12940,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-10908,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-8876,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-6714,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
-4679,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
3256,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
8422,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
10947,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
13264,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
16542,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
18957,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
20997,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
23025,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
25100,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
27153,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
29283,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
31321,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
33444,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
35487,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
42072,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
46910,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00583757,-0.00450423,0.261685,-0.965125,0.00149528,0.00338089,-0.0022469,0.11768,0.0196133,9.63994
49211,120.34,0.09,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
51202,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
53304,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
55357,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
57454,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
59665,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
61822,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
63961,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
66050,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
68169,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
70423,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
72509,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
74612,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
76670,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
78898,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
80985,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
83106,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
85041,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
87191,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
89290,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
91461,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
93646,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-904368,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-902279,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-899739,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-897631,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-895608,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-893587,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-891483,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-889390,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-887342,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-885227,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-883134,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-880942,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-878760,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-876607,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-874598,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-872423,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-870358,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-868171,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-866020,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-864025,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-861627,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-859270,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-856917,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-854818,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-852563,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00584717,-0.00450226,0.261673,-0.965128,-0.000365174,0.00273728,-0.00255161,0.127486,0.0196133,9.64974
-850302,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-848230,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-846255,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-844244,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-842116,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-839913,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-837870,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-835779,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-833761,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-831608,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-829506,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-827315,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-825275,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-823229,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-821090,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-818923,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-816774,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-814736,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-812709,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-810627,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-808465,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-806274,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-804243,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-802053,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-799830,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-797683,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-795676,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-793616,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-791431,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-789251,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-786904,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-784790,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-782653,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-780347,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-778137,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-775971,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-773955,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-771837,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-769668,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-767410,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-765098,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-762862,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-760849,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-758695,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-756284,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-754085,120.34,0.11,42.11,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-751667,120.34,0.11,42.12,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-749343,120.33,0.11,42.12,0,0,0,0,0,0,0,0,0,0.00583895,-0.00451098,0.261659,-0.965132,0.00106152,0.00356901,-0.00196441,0.127486,0.00980665,9.66936
-747082,120.33,0.11,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-744978,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-742987,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-740825,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-738800,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-736760,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-734636,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-732537,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-730358,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-728209,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-726235,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-724190,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-722152,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-719830,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-717698,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-715596,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-713558,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-711534,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-709529,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-707129,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-705077,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-702975,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-700828,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
-698654,120.33,0.1,42.12,0,0,0,0,0,0,0,0,0,0.00583364,-0.00449373,0.261621,-0.965142,0.000313834,0.00186415,-0.00197066,0.127486,0.0294199,9.63013
