Time(ms), Hdg, Alt, Temp, optflow_intTime,optflow_intX,optflow_intY,optflow_intXgyro,optflow_intYgyro,optflow_intZgyro,optflow_quality,optflow_timeDel,optflow_dist,imu_orientX,imu_orientY,imu_orientZ,imu_orientW,imu_angularX,imu_angularY,imu_angularZimu_linAccelX,imu_linAccelY,imu_linAccelZ
-307049,120.52,0.08,41.73,0,0,0,0,0,0,0,0,0,0.00594769,-0.00475886,0.263234,-0.964702,-0.00163217,0.00359492,-0.00154367,0.11768,-0.00980665,9.64974
-300817,120.52,0.08,41.73,0,0,0,0,0,0,0,0,0,0.00594769,-0.00475886,0.263234,-0.964702,-0.00163217,0.00359492,-0.00154367,0.11768,-0.00980665,9.64974
-294601,120.52,0.08,41.74,0,0,0,0,0,0,0,0,0,0.00594769,-0.00475886,0.263234,-0.964702,-0.00163217,0.00359492,-0.00154367,0.11768,-0.00980665,9.64974
-290838,120.52,0.08,41.74,0,0,0,0,0,0,0,0,0,0.00594769,-0.00475886,0.263234,-0.964702,-0.00163217,0.00359492,-0.00154367,0.11768,-0.00980665,9.64974
-287787,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-285064,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-282104,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-278793,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-275491,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-272759,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-269317,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-266523,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-263898,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-260875,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-257482,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-254363,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-251050,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-247695,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-244972,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-239823,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-235815,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-232187,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-228333,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-224715,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-220981,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-216905,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-213654,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-210453,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-206642,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-201999,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-195818,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-189859,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-182430,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-177788,120.52,0.11,41.74,0,0,0,0,0,0,0,0,0,0.00591129,-0.00473569,0.263246,-0.964699,0.00588557,0.00111185,-0.00378382,0.137293,0.0980665,9.65955
-174952,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-171954,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-169032,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-165985,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-163218,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-160822,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-158320,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-155380,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-152111,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-149239,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-146541,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-143766,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-140871,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-138348,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-135787,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-132699,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-130057,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-127478,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-124860,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-122194,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-119136,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-116188,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-113694,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-110999,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-108510,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-105618,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-102395,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-96872,120.52,0.1,41.74,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-88902,120.52,0.1,41.75,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-86058,120.51,0.1,41.75,0,0,0,0,0,0,0,0,0,0.00607052,-0.00478014,0.263239,-0.9647,-0.00906809,0.00452143,-0.00224517,0.107873,-0.0196133,9.66936
-81643,120.51,0.1,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-79313,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-77080,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-74852,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-72456,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-69846,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-67258,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-65137,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-62723,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-60506,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-58283,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-55669,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-53310,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-51128,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-48708,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-46562,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-44445,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-41993,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-39376,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-36605,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-34245,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-31408,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-28624,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-26332,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-24053,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-21263,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-18488,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-16119,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-13776,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-11001,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-8232,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-5553,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
-1633,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
1029,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
6280,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
13525,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
17838,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00592386,-0.00464229,0.263165,-0.964721,0.00521976,-0.00414514,-0.00124679,0.0294199,0.0490333,9.63013
19115,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
21357,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
23521,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
25671,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
28304,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
30900,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
33114,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
35310,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
37806,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
40405,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
42980,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
45279,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
47896,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
50504,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
53095,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
55295,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
58002,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
60783,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
63476,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
65754,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
68403,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
71180,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
73955,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
76319,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
79210,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
81573,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
83855,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
86118,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
88896,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
91663,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
94428,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-902613,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-899798,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-895147,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-894172,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-890911,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-887016,120.52,0.09,41.75,0,0,0,0,0,0,0,0,0,0.00636634,-0.00465161,0.263214,-0.964705,-0.0123435,0.0138717,-0.00420798,-0.137293,0.0490333,9.85568
-884416,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-881453,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-878548,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-876283,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-873904,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-871015,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-868050,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
-865710,120.51,0.09,41.75,0,0,0,0,0,0,0,0,0,0.0061679,-0.00465707,0.263136,-0.964728,-0.00927514,0.00339153,-0.000495575,0.323619,-0.107873,9.55168
