flowX,flowY,FPS,time
-33,12,0,2.46192
-55,13,0.423694,2.63709
-89,52,6.83265,2.86545
-130,16,5.0209,3.11352
-28,17,4.48112,3.31252
-2,0,6.28018,3.58494
0,-1,4.13402,3.89787
0,0,3.60933,4.07307
0,0,6.85083,4.4339
-1,0,3.02646,4.64083
0,0,5.66132,4.91379
0,0,4.17475,5.21569
0,0,3.64046,5.43024
0,0,5.65404,5.72646
0,0,3.58982,5.93379
0,0,6.37349,6.24558
0,0,3.48109,6.49678
-1,1,4.52105,6.78709
-1,3,3.96889,7.0353
0,0,4.4864,7.26831
