flowX,flowY,Vx,Vy,FPS,time
-75,-47,0,2.49966
-18,10,0.41853,2.66725
-18,-9,7.65254,2.81201
-2,-2,8.77701,3.06241
-7,-2,4.54375,3.31114
0,4,4.69163,3.55612
-2,18,4.83793,3.83071
0,-2,4.08905,4.13707
-7,-4,3.39313,4.39312
1,7,4.37675,4.61136
-1,-2,5.82036,4.90958
0,-2,3.80118,5.23491
-4,-5,3.33555,5.38864
0,11,9.32036,5.76297
